0,5	15,00000000	
1,0	0,00000000	
1,5	1,66666667	
2,0	3,33333333	
2,5	5,00000000	
3,0	6,66666667	
3,5	8,33333333	
4,0	10,00000000	
4,5	11,66666667	
5,0	13,33333333	
5,5	15,00000000	
6,0	15,00000000	
6,5	15,00000000	
7,0	15,00000000	
7,5	15,00000000	
8,0	15,00000000	
8,5	15,00000000	
9,0	15,00000000	
9,5	15,00000000	
10,0	15,00000000	
10,5	15,00000000	
11,0	15,00000000	
11,5	15,00000000	
12,0	15,00000000	
12,5	15,00000000	
13,0	15,00000000	
13,5	15,00000000	
14,0	15,00000000	
14,5	15,00000000	
15,0	15,00000000	
15,5	15,00000000	
16,0	15,00000000	
16,5	15,00000000	
17,0	15,00000000	
17,5	15,00000000	
18,0	15,00000000	
18,5	15,00000000	
19,0	15,00000000	
19,5	15,00000000	
20,0	15,00000000	
